,S1,Ss,Tm,zetaM,gapRatio,RI,mu1,R1,GMFile,GMScale,mu2,mu3,R2,R3,beam,roofBeam,col,moatGap,Tfb,T1,T2,ST1,ST2,GMSavg,GMS1,GMST1,GMST2,GMSTm,IDALevel,maxDisplacement,driftMax1,driftMax2,driftMax3,accMax0,accMax1,accMax2,accMax3,velMax0,velMax1,velMax2,velMax3,collapseDrift1,collapseDrift2,collapseDrift3,serviceDrift1,serviceDrift2,serviceDrift3,occupancyDrift1,occupancyDrift2,occupancyDrift3,resDrift1,resDrift2,resDrift3,impactedLeft,impactedRight,impacted,uplifted,runFailed,collapsed,serviceFailure,Bm,DesignDm,earthquakeDm,moatAmpli,Tshort
170,1.017,2.2815,3.5,0.15,1.255454903361481,1.0,0.0311693113307878,40.0,RSN4882_CHUETSU_65321NS,5.683575392596388,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166918,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,0.9387885439748832,0.5639612810034982,0.2042616879894881,0.2314471254948493,1.0,27.1273,0.0308416666666666,0.0206493589743589,0.027825,2.752096273291926,1.1934083850931678,1.0860403726708074,1.0493115942028983,46.6843,46.452,50.3313,56.1015,0,0,0,1,0,1,1,1,1,0.0245378205128205,0.0108467948717948,0.0067647435897435,1,1,1,0,0,-1.0,1.0,1.3499999999999999,25.806708116070713,20.555663167966646,1.255454903361481,0.4457593688362919
171,1.017,2.2815,3.5,0.15,0.9338808046855024,1.0,0.0311693113307878,40.0,RSN5807_IWATE_55462NS,7.781006797788211,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516646,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,0.8761545931425088,0.3760024524706077,0.17871074209946,0.3111440208574398,1.0,15.7132,0.0017589743589743,0.002326923076923,0.0024168589743589,0.395139751552795,0.0887401656314699,0.1073566252587991,0.1501557971014493,43.7605,43.783,43.7607,45.1454,0,0,0,0,0,0,0,0,0,0.0002028846153846,0.0003468974358974,0.0004537371794871,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,27.633835053244827,0.9338808046855023,0.4457593688362919
172,1.017,2.2815,3.5,0.15,0.774135997761591,1.0,0.0311693113307878,40.0,RSN5804_IWATE_55446NS,7.449659988924779,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166468,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.000884168492011,0.358302692456247,0.2336029378698823,0.3753493306235776,1.0,23.7526,0.0022070512820512,0.0027628205128205,0.0026596153846153,0.4448628364389234,0.0955641821946169,0.1136765010351966,0.1315072463768116,67.8634,69.3157,70.9897,69.0376,0,0,0,0,0,0,0,0,0,0.0001297051282051,0.0001741346153846,0.0002267532051282,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,33.33614273291855,0.7741359977615911,0.4457593688362919
173,1.017,2.2815,3.5,0.15,0.7004941944454024,1.0,0.0311693113307878,40.0,RSN5818_IWATE_48A61NS,2.259367145131646,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516632,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,0.6858632058548866,0.482955414029621,0.3637665663337404,0.414809188820588,1.0,24.016,0.0026429487179487,0.0033743589743589,0.0028301282051282,0.3352691511387163,0.0868703416149068,0.0988915631469979,0.11363483436853,43.4904,45.0853,46.5833,45.9303,0,0,0,0,0,0,0,0,0,0.0005813974358974,0.0006943589743589,0.0003980128205128,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,36.840716626498946,0.7004941944454024,0.4457593688362919
175,1.017,2.2815,3.5,0.15,0.7858138052899738,1.0,0.0311693113307878,40.0,RSN8597_SIERRA.MEX_CISWSHNN,18.91080782240165,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.20923208051667,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.095030705172324,0.3183074042406035,0.278544451714347,0.3697713461068613,1.0,27.724,0.0821884615384615,0.0416679487179487,0.037826282051282,4.36092132505176,1.6005564182194618,1.22064182194617,1.1274197722567287,58.9746,59.1449,66.5719,71.9496,1,0,0,1,1,1,1,1,1,0.077276282051282,0.0321820512820512,0.0197461538461538,1,1,1,1,0,1.0,1.0,1.3499999999999999,25.806708116070713,32.84074158833054,0.7858138052899738,0.4457593688362919
176,1.017,2.2815,3.5,0.15,0.9685092690556516,1.0,0.0311693113307878,40.0,RSN5842_SIERRA.MEX_02659360,16.06367952355135,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.20923208051664,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,0.9479662409969264,0.3444978705668792,0.3032003910398306,0.3000192541830305,1.0,27.7366,0.200001923076923,0.1669775641025641,0.0858493589743589,0.1701425983436853,0.1525597826086956,0.4018918219461698,0.147649585921325,0.63046,23.4514,39.3104,61.5541,1,1,1,1,1,1,1,1,1,0.3898183544871795,0.3537352564102564,0.278576923076923,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,26.645803959350477,0.9685092690556517,0.4457593688362919
177,1.017,2.2815,3.5,0.15,1.0512167311900458,1.0,0.0311693113307878,40.0,RSN6980_DARFIELD_WAKCN80E,5.586021510820824,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166417,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.2242564942039884,0.4780520175119661,0.1711005193226593,0.2764143872048943,1.0,20.0726,0.0026091025641025,0.0041543589743589,0.0040684615384615,0.3078286749482402,0.0858071946169772,0.0782763975155279,0.1581159420289855,35.7986,35.2461,34.7508,35.9761,0,0,0,0,0,0,0,0,0,0.0005726282051282,0.0006753846153846,0.0003979487179487,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,24.549369649830293,1.0512167311900458,0.4457593688362919
178,1.017,2.2815,3.5,0.15,1.4111370921914963,1.0,0.0311693113307878,40.0,RSN15_KERN_TAF021,6.495357615800523,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166916,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.1495607320238466,0.329383475440257,0.1909469953454904,0.2059129691787572,1.0,22.8412,0.0024566666666666,0.0033834999999999,0.0037036538461538,0.4048110766045548,0.0874673913043478,0.1066130952380952,0.1638056418219461,38.0704,37.9075,37.1454,35.1772,0,0,0,0,0,0,0,0,0,0.0001376923076923,0.0001943589743589,0.000301282051282,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,18.287881637348853,1.4111370921914963,0.4457593688362919
179,1.017,2.2815,3.5,0.15,1.7783144406709157,1.0,0.0311693113307878,40.0,RSN65_SFERN_OPP000,18.3166645836038,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516642,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.1353470978826397,0.6051638447070531,0.1117992214904179,0.1633971034176627,1.0,12.2522,0.0017215384615384,0.0028623076923076,0.0029639743589743,0.2915812629399586,0.070302536231884,0.0767883022774327,0.115083850931677,63.5963,64.025,64.7272,65.9254,0,0,0,0,0,0,0,0,0,2.262820512820392e-05,1.5705128205127188e-05,0.0001927564102564,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,14.511892568523743,1.7783144406709157,0.4457593688362919
180,1.017,2.2815,3.5,0.15,0.5214161338443634,1.0,0.0311693113307878,40.0,RSN82_SFERN_PHN180,13.10085519433557,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516632,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,0.759234778137193,0.8404618950126084,0.3886502727713121,0.5572735665639391,1.0,27.5452,0.0838576923076923,0.0777724358974359,0.0733403846153846,4.036050724637681,1.6853493788819878,1.1507142857142858,1.078773291925466,45.7555,43.6089,47.2858,54.21,1,1,1,1,1,1,1,1,1,0.0801146666666666,0.0726596153846153,0.0659807692307692,1,1,1,1,0,1.0,1.0,1.3499999999999999,25.806708116070713,49.49349749843705,0.5214161338443635,0.4457593688362919
181,1.017,2.2815,3.5,0.15,0.6468164785951579,1.0,0.0311693113307878,40.0,RSN68_SFERN_PEL090,4.058011068866168,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166668,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.0087602757529894,0.3068730882131944,0.4245407746217109,0.4492331877544775,1.0,27.3863,0.0309358974358974,0.0195282051282051,0.0216320512820512,3.2071946169772256,1.4747230848861286,1.1929994824016563,1.259787784679089,60.0975,60.7068,61.7275,71.325,0,0,0,1,0,0,1,1,1,0.0006181217948717,0.0002821794871794,0.0008944935897435,1,1,1,1,0,-1.0,1.0,1.3499999999999999,25.806708116070713,39.89803749607796,0.6468164785951579,0.4457593688362919
183,1.017,2.2815,3.5,0.15,1.7318626477211654,1.0,0.0311693113307878,40.0,RSN122_FRIULI.A_A-COD000,9.949288024590988,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516618,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.273327790105599,0.6237650753915531,0.1362519172612597,0.1677797191098098,1.0,14.4189,0.0022910256410256,0.0037721153846153,0.0038785256410256,0.2720471014492753,0.0643095238095238,0.0795843685300207,0.1567650103519668,44.3869,43.8662,44.2363,44.7704,0,0,0,0,0,0,0,0,0,2.5705128205128648e-05,1.3397435897435418e-05,0.0001936538461538,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,14.901128648988376,1.7318626477211654,0.4457593688362919
184,1.017,2.2815,3.5,0.15,1.1029520963634387,1.0,0.0311693113307878,40.0,RSN20_NCALIF.FH_H-FRN044,2.7983381784573726,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166537,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,0.7414166222102846,0.597660866556578,0.1960241425714329,0.2634488202429429,1.0,17.0896,0.0020153846153846,0.0029574358974358,0.0028608333333333,0.1812065217391304,0.0640817805383022,0.0620289855072463,0.1130082815734989,46.463,46.2492,45.7276,46.3086,0,0,0,0,0,0,0,0,0,1.7692307692307593e-05,5.3282051282051904e-05,0.0002298974358974,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,23.397850370073584,1.1029520963634387,0.4457593688362919
185,1.017,2.2815,3.5,0.15,1.0691868658015447,1.0,0.0311693113307878,40.0,RSN36_BORREGO_A-ELC180,4.645544210379978,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516678,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,0.8474239154527792,0.7096309367596131,0.1895845474075761,0.2717686102079022,1.0,22.7491,0.0019608974358974,0.0027564102564102,0.0026737179487179,0.1533871635610766,0.0718825051759834,0.0738737060041407,0.1046682194616977,60.694,60.2446,59.9058,59.8801,0,0,0,0,0,0,0,0,0,0.00035,0.0004243589743589,0.0002596153846153,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,24.13676125428648,1.0691868658015447,0.4457593688362919
186,1.017,2.2815,3.5,0.15,0.8154531454948718,1.0,0.0311693113307878,40.0,RSN577_SMART1.45_45O01EW,3.805863074848205,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516655,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.0199016567650492,0.4591163979849327,0.3455219174072849,0.3563312376397669,1.0,23.8678,0.0025660256410256,0.0037282051282051,0.0034948717948717,0.1996933229813665,0.0803491200828157,0.0765124223602484,0.1256358695652173,34.117,34.0904,34.689,36.1777,0,0,0,0,0,0,0,0,0,4.736538461538448e-05,0.0001406474358974,0.00051825,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,31.6470765471258,0.8154531454948718,0.4457593688362919
187,1.017,2.2815,3.5,0.15,0.8677252819623111,1.0,0.0311693113307878,40.0,RSN575_SMART1.45_45M01EW,3.376745381423909,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516658,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.1568993062898063,0.4070243042732759,0.2979306331071515,0.3348656937992148,1.0,17.9755,0.002125,0.0032820512820512,0.0030435897435897,0.152626552795031,0.070715320910973,0.0634034679089027,0.1057140269151138,33.8386,33.1542,32.4118,31.7662,0,0,0,0,0,0,0,0,0,2.868205128205126e-05,7.43012820512827e-06,0.0001750115384615,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,29.740643326319045,0.8677252819623111,0.4457593688362919
188,1.017,2.2815,3.5,0.15,1.0070146379895168,1.0,0.0311693113307878,40.0,RSN579_SMART1.45_45O04EW,3.3014830459271938,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166106,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.1004526399065844,0.3344919269077775,0.2188697988075502,0.2885473732055655,1.0,17.6542,0.0021591025641025,0.0030128205128205,0.0028102564102563,0.1788361801242236,0.0867528467908902,0.084590320910973,0.0991475155279503,35.7945,35.1965,35.0243,35.3904,0,0,0,0,0,0,0,0,0,8.972435897435921e-05,8.202564102564122e-05,0.0001223012820512,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,25.62694437847821,1.0070146379895168,0.4457593688362919
189,1.017,2.2815,3.5,0.15,1.2673488091104133,1.0,0.0311693113307878,40.0,RSN138_TABAS_BOS-L1,7.130735073123725,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166583,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.1915750667327742,0.4839244661131311,0.2703380317919476,0.2292750239576022,1.0,26.8328,0.0370378205128205,0.0312397435897435,0.0306865384615384,2.5602122153209117,1.05995082815735,1.0376837474120084,1.0499611801242237,64.1008,57.2873,56.8179,60.8363,0,0,0,1,1,1,1,1,1,0.0277934615384615,0.0207576282051281,0.0139326282051282,1,1,1,1,0,-1.0,1.0,1.3499999999999999,25.806708116070713,20.36275091005542,1.267348809110413,0.4457593688362919
190,1.017,2.2815,3.5,0.15,1.0976604999334751,1.0,0.0311693113307878,40.0,RSN725_SUPER.B_B-POE270,3.3543813443480555,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166474,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.1282901075670793,0.5460688599581527,0.1617046410111682,0.2647188530415725,1.0,13.0833,0.0016294871794871,0.0025655769230769,0.0027929487179487,0.2414930124223602,0.06578933747412,0.086449016563147,0.105710403726708,57.4383,58.0572,58.6251,58.8768,0,0,0,0,0,0,0,0,0,2.432692307692303e-05,1.4224358974358788e-05,0.0001925769230769,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,23.510646613989266,1.097660499933475,0.4457593688362919
191,1.017,2.2815,3.5,0.15,1.156332693611665,1.0,0.0311693113307878,40.0,RSN821_ERZINCAN_ERZ-NS,1.266014536778051,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166443,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.109889244298221,0.7059156034958853,0.1606243210323104,0.251287047557104,1.0,22.6977,0.002201282051282,0.0030416666666666,0.0027141025641025,0.172083850931677,0.0620243271221532,0.0741754658385093,0.0952686335403726,53.1196,54.1477,55.5871,56.5928,0,0,0,0,0,0,0,0,0,2.3397435897435456e-05,1.4935897435898497e-05,0.0001923717948717,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,22.317718990947665,1.156332693611665,0.4457593688362919
192,1.017,2.2815,3.5,0.15,1.5919738541651582,1.0,0.0311693113307878,40.0,RSN1107_KOBE_KAK000,4.904483030693229,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.20923208051664,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.1565697933667436,0.6211476337709476,0.1789274351039334,0.1825227391839335,1.0,12.4005,0.0020314102564102,0.0031294871794871,0.0036173076923076,0.2563097826086957,0.0746376811594203,0.0974389233954451,0.142774585921325,43.205,42.9161,42.2838,41.5465,0,0,0,0,0,0,0,0,0,7.483974358974354e-05,6.866666666666649e-05,0.0001298397435897,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,16.21051002097263,1.5919738541651582,0.4457593688362919
193,1.017,2.2815,3.5,0.15,2.257602188826004,1.0,0.0311693113307878,40.0,RSN1106_KOBE_KJM000,1.284665962284986,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166668,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.96154232648736,0.34693815162337,0.1055060726344078,0.1287079849628119,1.0,10.4826,0.0016472435897435,0.0029626282051282,0.003213141025641,0.377342132505176,0.0644052795031056,0.0681638198757764,0.1258227225672878,41.5196,42.4137,44.1393,46.0623,0,0,0,0,0,0,0,0,0,8.428205128205124e-05,3.191025641025665e-05,0.0002277371794871,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,11.43102546755179,2.2576021888260045,0.4457593688362919
194,1.017,2.2815,3.5,0.15,0.9995601689768074,1.0,0.0311693113307878,40.0,RSN357_COALINGA.H_H-SC3000,12.38960511441473,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166512,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.0062341689723069,0.5013867079515058,0.1773447281603434,0.2906992871363311,1.0,18.2157,0.0017620961538461,0.0030816666666666,0.0032909679487179,0.3913483436853002,0.0633369565217391,0.0767375776397515,0.1399733436853002,48.0031,49.0034,50.1017,51.1493,0,0,0,0,0,0,0,0,0,0.0001076089743589,8.285256410256387e-05,0.0001370128205128,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,25.818063701445375,0.9995601689768076,0.4457593688362919
195,1.017,2.2815,3.5,0.15,1.82927642880433,1.0,0.0311693113307878,40.0,RSN352_COALINGA.H_H-PG3000,9.462308791521124,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166676,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.7743125320406543,0.526284267757313,0.151309047700857,0.158845007783408,1.0,15.438,0.0018448717948717,0.0021083333333333,0.0026522435897435,0.2388843167701863,0.0676871118012422,0.0993778467908902,0.1078141821946169,47.8422,49.955,51.1754,50.8664,0,0,0,0,0,0,0,0,0,3.10897435897423e-05,9.37179487179478e-05,0.0002583974358974,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,14.10760435640597,1.82927642880433,0.4457593688362919
196,1.017,2.2815,3.5,0.15,0.9241955104122197,1.0,0.0311693113307878,40.0,RSN347_COALINGA.H_H-Z09000,9.443670364451796,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166328,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.2195253711201386,0.5497123841323296,0.1947910373260199,0.3144047177223624,1.0,19.8764,0.0016574999999999,0.0024337179487179,0.0023461538461538,0.1767290372670807,0.0650458074534161,0.080004917184265,0.0975931677018633,40.8989,40.6734,41.3145,42.8724,0,0,0,0,0,0,0,0,0,0.000603423076923,0.0010609743589743,0.0012512628205128,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,27.923429431679594,0.9241955104122197,0.4457593688362919
197,1.017,2.2815,3.5,0.15,0.9358682557953144,1.0,0.0311693113307878,40.0,RSN471_MORGAN_SJL270,14.285989252950456,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516638,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.3962915891791758,0.3768796989407079,0.2071463430246489,0.310483261689966,1.0,26.3569,0.00875,0.0121333333333333,0.0136487179487179,1.2628002070393374,0.4886361283643893,0.592554347826087,0.5341278467908903,43.7599,42.506,44.7541,47.1005,0,0,0,0,0,0,1,1,1,0.0012506025641025,0.0021194166666666,0.0027890384615384,1,1,1,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,27.57515062217791,0.9358682557953144,0.4457593688362919
198,1.017,2.2815,3.5,0.15,1.6136064449098444,1.0,0.0311693113307878,40.0,RSN523_PALMSPR_IND000,16.798536290134972,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516644,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.2583689463136882,0.4187032578508963,0.1876950617751005,0.1800757734254485,1.0,14.4158,0.0022089743589743,0.0037198717948717,0.0038275641025641,0.2671687370600414,0.0723180641821946,0.0837041925465838,0.1610307971014492,43.3678,43.5812,45.1745,47.3427,0,0,0,0,0,0,0,0,0,0.0002320448717948,0.0003655833333333,0.0005293974358974,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,15.993186069303656,1.6136064449098444,0.4457593688362919
199,1.017,2.2815,3.5,0.15,1.3333931378423032,1.0,0.0311693113307878,40.0,RSN522_PALMSPR_INO225,16.5480004034951,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166077,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.1627475650716397,0.4721758662097867,0.1588508706748965,0.2179187970335825,1.0,16.73,0.0017032051282051,0.0021608461538461,0.0029561282051282,0.3205719461697722,0.0592463768115942,0.0894482401656314,0.1241345755693582,35.6059,36.6173,38.052,38.1817,0,0,0,0,0,0,0,0,0,1.505128205128287e-05,2.419871794871777e-05,0.0001972371794871,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,19.354162987392552,1.3333931378423032,0.4457593688362919
203,1.017,2.2815,3.5,0.15,1.8362852745946523,1.0,0.0311693113307878,40.0,RSN930_BIGBEAR_SB2270,9.45994754995125,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516648,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.6008218526043376,1.0112769070425838,0.6836965600587255,0.1375499787478324,0.158238718455971,1.0,14.6791,0.0015977564102564,0.0023245512820512,0.0024213846153846,0.3038276397515528,0.0727986542443064,0.0752619047619047,0.1117176501035196,41.6403,42.3644,43.5004,43.6571,0,0,0,0,0,0,0,0,0,4.2249999999999374e-05,5.332051282051312e-05,0.000111673076923,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,14.053757590452484,1.8362852745946523,0.4457593688362919
