,repair_cost,repair_time,repair_time
,,parallel,sequential
min,1191703.7852443329,393.5943267147393,890.0625015140392
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,822385.6424211032,282.37628411436555,519.2881871570987
std,1199597.4849350345,738.1474779936773,701.8112190907113
min,364203.33461372973,60.23012706707119,201.6886775501285
10%,513483.0310511204,113.31283513885202,316.65601574325063
50%,623085.5083139194,155.90273796239575,400.24615874943714
90%,761232.146002711,225.54573715680164,515.3711382909701
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1077404.679671159,632.2251660769681,633.6879410582175
std,2724455.4131676257,1603.2868878235006,1602.7301464356349
min,2552.9309483834522,0.16332067819895474,0.36947353135758904
10%,6204.893735241657,0.8430986472077583,1.4504281737470572
50%,11850.127468427738,2.8552905190273075,4.372738791350558
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,2875977.4297886495,1450.7875230458362,1766.5117958023775
std,3117895.138822368,1978.009563293454,1791.579640456266
min,662841.3094906653,124.83615436549299,401.1695104625583
10%,891771.2895233623,205.05392509701028,582.0050354043665
50%,1059347.6187530505,281.5707143938355,732.3331695299397
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,108114.66996849232,53.798675183641095,63.08779632968958
std,740537.790931145,436.4124285089581,435.6663955086175
min,6617.828939082068,1.2550584049086524,3.0694380733713453
10%,16478.034598286526,5.040379729151799,9.672289330858773
50%,28352.699221519186,10.458687980322622,18.72412817984346
90%,83477.5326326742,21.279188815862714,38.5717644471255
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,53598.165278284396,24.854849814967434,38.42165378932907
std,214704.4927009772,127.09779107640715,127.33917752957613
min,10824.046149685852,3.117089512217817,7.380918761070452
10%,26553.27550950716,9.089840235027822,17.797830293842406
50%,39333.82110165934,15.292826974886893,28.181248717705145
90%,88234.92158669492,42.72280807549859,63.65409862653989
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,47371.98554158889,18.690889469642432,32.389356988936896
std,141310.8587763482,83.26719799179999,83.60326936247307
min,12027.83390258623,3.1320729594385943,7.5131623367100175
10%,26298.465110169844,9.091107468394249,18.060534944493433
50%,38697.261239703745,14.715421942118947,27.733912421125694
90%,78063.91294557691,24.15036529313866,43.60416513496428
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,3694158.0028773546,1973.2987006814049,2246.084430429814
std,3438176.896213828,2178.4422445873415,1967.7610096134988
min,622773.3560163914,134.4831193519929,400.27008671269
10%,886113.9619673839,210.15335889833023,592.2642180044863
50%,1116134.6806277323,315.0211061821405,807.289668174389
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,947463.9388238025,554.8465214306422,556.1362296733715
std,2589844.7821962456,1524.338993843185,1523.873052800542
min,1816.6441451095798,0.10248809992511364,0.21757816467881247
10%,5388.402073611938,0.9182182839195985,1.5247464011529612
50%,9435.502129172712,2.5744915040915552,4.140557908879772
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,69519.57524007371,30.098190821520717,46.44019119276841
std,269049.36376136536,159.0322171371518,159.2086879128436
min,10021.127340561527,2.476875616677156,4.998196008156455
10%,26334.692446796344,8.88439853863022,18.064031171041318
50%,45533.118541623335,15.528302331343951,31.21324262205769
90%,112282.91783400092,60.794151948215344,85.3123582010991
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,427268.4109026432,243.05870498799277,257.2123499163744
std,1707970.1188583188,1006.5567683013132,1003.4636887566668
min,13168.056566974035,4.016099399599714,8.652188196985735
10%,28554.02590383171,9.791859021947458,19.743046147500245
50%,41588.137752536684,15.621615120215278,30.16439883242552
90%,96386.58668014784,42.15911663881607,65.97407508946489
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,2932025.5118087907,1724.5971114721165,1726.1501720956205
std,3874575.6616973984,2279.3069035906565,2278.152758852655
min,1588.1309963962958,0.11881591414376444,0.24637947204070007
10%,6658.109179790724,1.3006168305251644,2.1473950480800155
50%,48246.665338618295,19.5499865086135,24.085789057845624
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,308301.32001133444,177.29903125490503,184.44677354217876
std,1466510.7213463641,863.5140643005641,862.2181403540417
min,5501.093796296858,1.2973072431918362,2.233033341409268
10%,14733.508859538377,4.188112666669694,8.300371962422021
50%,24878.141660080968,8.98279320298327,15.911777911032978
90%,80840.72924970074,49.43379784998575,61.95204438693592
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1652737.8499302731,970.0119849588983,971.988835831639
std,3250989.750334544,1913.4547507347797,1912.4606089472445
min,2144.8160872905746,0.0996622537647816,0.18985265745602908
10%,6788.014618658,1.7127214862126583,3.0048840226844784
50%,12225.578793738987,4.214981710796211,6.833842236344031
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,2163541.4167460045,1270.9347449989523,1273.1216272113631
std,3571173.222682455,2101.7439987731914,2100.4327139467828
min,2232.832711404594,0.1667203098248174,0.31752401191363483
10%,7481.237685702197,2.130396372014731,3.785053371952213
50%,14613.176999317317,5.681427506997858,8.941926766188665
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,76157.27512932621,41.68171856495811,47.13590187042183
std,602833.5253699373,355.15540575730165,354.8725723526231
min,4101.521251136628,0.667822867386347,1.1553043375499046
10%,11031.095710089548,2.8634075281441707,5.635437488755635
50%,19394.907736345533,6.856827746316262,11.523363183034498
90%,75061.02689691234,45.84290160777111,55.34369266043987
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1980396.7037536125,898.3199098343963,1252.5794648207884
std,2476214.9248806452,1564.7835750607308,1424.43854569066
min,606526.0499398597,124.09367871134187,374.43124762073586
10%,844184.4559964106,194.16907393070662,550.6203143592536
50%,992169.7068979025,260.1665459829495,681.2756506042433
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1268223.868329168,733.0692289710588,743.3487477303953
std,2863597.279041029,1689.8964080270594,1685.6586976579572
min,5236.302033848089,1.3137243523476374,2.3484616415840964
10%,17959.290516637768,5.515210452944658,10.473772593228562
50%,73015.69739172344,17.725237151626647,31.207104335050495
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,80750.00010703699,42.282514254035,49.76008646194985
std,663656.6918131212,390.8003153284186,390.2159953513456
min,6093.388660662798,1.3891611134058126,3.316133015280376
10%,15200.307600882861,4.799934034804225,9.323849483028294
50%,24679.16016951359,9.321872296830279,16.718481970144737
90%,37016.46792081882,15.955903216717335,26.713852372351614
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,721503.8991290173,211.73246003365585,459.24206392343194
std,716693.5245588853,441.1431480542958,421.24691622970045
min,383276.43160542194,68.97890146769387,222.81079609301673
10%,541528.1459548621,122.4201836985647,334.0719821658774
50%,648853.9983295486,163.49459582965892,414.59525318862086
90%,774880.5256762241,224.79382166233393,512.8857378785957
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,38014.359389183184,17.013514530221812,25.270967846909187
std,267825.1346152762,157.76717301068263,157.60577583536084
min,6690.583725364661,1.500804554747713,3.14199227876665
10%,17468.318211108643,5.631743592236382,10.915409387479
50%,27416.975157769415,10.566804990240039,18.703360297535312
90%,40610.36783877246,17.866834896658364,28.995010947929472
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1824081.9662284576,882.238388365993,1108.4263041948614
std,2682259.610625921,1659.0597467422176,1563.5186660893462
min,397545.64854527696,77.43738735141066,239.51516593780875
10%,571193.7066264569,127.19764296543634,355.48395738863
50%,695825.757841139,175.17835575153092,449.88940459378176
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,42023.70468919499,22.13234832577189,24.53978974096037
std,456874.94347374345,269.1060350613552,269.0073206459221
min,2299.806183999622,0.18103846724941086,0.38170878178547724
10%,7128.290795334345,1.4835454324369068,2.589054588520412
50%,11763.893255948293,3.2846951213990447,5.622722888059293
90%,23514.110991381964,10.2022268201694,14.157239382867703
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,177948.60977767385,101.9424829769589,107.0191612696686
std,1120254.359633568,659.3895945578953,658.693755179744
min,3818.403352417831,0.7698166381296945,1.3934986225618518
10%,9808.40963789023,3.134016058000999,6.094232858885964
50%,16900.50904799319,6.805966986711921,11.791821224865917
90%,30230.732132675697,14.45171084811636,22.596619360217144
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,804568.9157775744,472.22661141132545,477.1993933653237
std,2358560.6516085863,1387.867422639911,1386.3017774956738
min,3409.789248024075,0.21750982107805827,0.5112383922801975
10%,10762.616205758553,2.6359817377900616,5.055321495153385
50%,28646.491243464297,10.341713364395503,16.290807282310347
90%,164917.46188846117,129.95195577002724,142.075851069339
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,2707010.2185184923,1383.774142525265,1649.4603223017625
std,3116906.8197455322,1954.1999420628226,1801.8582185654163
min,576082.6351538062,111.95081346945292,316.833242967424
10%,795032.884053796,189.406187373258,507.97009658324384
50%,944966.047240884,268.0433601189843,638.736089526027
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,321543.35376433685,181.7295816560968,190.44993139182438
std,1488233.0917611173,876.8630108306736,875.2483120615124
min,7570.221138589808,1.5758426380051787,3.2207950861172243
10%,16211.51007558858,4.9304956164339835,9.537138779619708
50%,27888.81309778353,10.294441169197006,18.600862920135057
90%,86416.38911791508,29.769542983869236,47.15272732758035
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,4187575.803986896,2238.7681682303155,2545.2624186406724
std,3405093.39892981,2198.717080283252,1934.448574360462
min,798287.7422389092,161.6404364695631,523.3878115599751
10%,1100340.779959645,255.6485455955278,737.1521464705663
50%,1388554.981585863,414.2779705725119,1033.0958039781929
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,83968.0407840111,29.436687987122998,55.463682258977485
std,199772.62295669914,117.45063537461108,117.99768899157176
min,20438.17972330783,5.673088817059228,13.48549647397694
10%,42255.02253515273,14.406795256378613,31.118648639083123
50%,68218.31331549722,21.496965106843035,46.70004009884189
90%,128888.64747560982,41.428463466063484,79.69238844381745
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,4567388.503667546,2500.967343270323,2730.6501905505597
std,3502145.3167008315,2244.192509051742,2017.4975849831233
min,709439.1586554,146.81374855222626,448.6962491408574
10%,1003246.8113051003,228.04159459726498,646.7066989438501
50%,1439485.8738492017,565.8187577542008,1097.6202795869096
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,53001.56338747752,24.20152285070795,35.691077190834335
std,351432.52301799867,207.05367657922298,206.67258623734998
min,9658.958795320663,3.104440764589408,5.481062393073218
10%,23978.891038392194,8.27738224798678,16.192845658100943
50%,35384.50807846307,13.67689789520453,25.16228088744402
90%,50577.0227019054,21.948609765347765,36.87524520560717
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,62419.36718649628,33.954018581001925,47.17846502781821
std,183720.1773857071,110.20907478091527,110.9597429130965
min,7901.724569936892,2.0526862009746285,4.340378252804614
10%,21917.361132581416,7.4331728435293325,14.332956147303044
50%,42516.81685717836,15.984432240960462,29.55334664706932
90%,115411.10108752883,80.19296348012932,98.45839688202788
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,2699070.3633282203,1359.435038768053,1622.7189403323437
std,3128457.000805952,1972.2757890946843,1820.5573928012611
min,564950.2514928232,116.5205918302697,338.93641518884283
10%,792866.0422390855,178.42731053117006,494.3401494415699
50%,921840.9898303933,227.70151947944294,594.7604333396755
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
