,repair_cost,repair_time,repair_time
,,parallel,sequential
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,459635.803549922,263.8541655269319,273.815530992367
std,1798641.4721769905,1059.568405096581,1057.2506809115482
min,8204.800744837608,2.213532180991742,4.407708352002275
10%,21949.230660760455,7.239596741108509,14.041753722213153
50%,33525.949996758354,12.770360694574158,23.251243136692533
90%,69442.5401155279,25.53334098700959,41.616150410296875
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,72901.98022931223,40.19484854637481,54.23171915244486
std,361007.05614763347,213.5724926910413,213.4471452315082
min,11461.584422520982,2.761894525177998,5.872141967435813
10%,25534.857690127945,8.59746972040407,17.051059514856373
50%,42277.17729881477,16.52044028333448,30.27685080730712
90%,111871.59284343146,78.6907558416318,97.5092649949116
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,40417.23758614194,20.082119151847774,22.38753851196206
std,470804.13155260566,277.15533857474617,277.0292827621169
min,2621.482178348897,0.18501310267544152,0.4186900043462013
10%,7508.594670877261,1.5062571521397827,2.6863313160738036
50%,11893.31015629852,3.184514346503099,5.538902001590186
90%,19801.994911862683,7.403731135119776,10.823533846736476
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,32881.653617697215,14.750490906118566,23.802168808256873
std,114776.40348780285,67.64516940858587,67.78905230642728
min,7693.08856179485,2.413570530590056,4.434331655543667
10%,19278.36969506032,7.175227144882046,13.25842499718065
50%,29771.66555172158,12.652740092918316,21.67961961072359
90%,42746.168151525955,20.757147167336793,32.37570168398874
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,76951.61693390745,36.92021798000398,48.810268178789606
std,557442.3201390288,328.4291931575616,327.6783535352436
min,8074.34416192898,2.5871033769421596,4.859982458906967
10%,23930.965352441366,8.052595520627898,16.096663373642475
50%,35367.30003706216,13.24051618514542,25.013372333379166
90%,52715.30145677813,20.62154338704149,36.91781716940274
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,213627.68993081106,121.73678503455045,130.42615430530574
std,1172210.1597285967,690.306748225334,689.1118132424274
min,6878.342039408678,1.4401927396207077,2.417250760677049
10%,16393.181148653068,4.8868178807236315,9.491142447471233
50%,28295.0641067244,10.434574407166407,18.643463699796822
90%,92843.12063810321,61.368086275220385,75.37460655403451
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,27359.176973111047,11.922964674091906,15.958982761915411
std,279910.1460571635,164.78798036038722,164.6798417305799
min,3816.9182656872495,0.47310520147494006,0.8953086893399894
10%,10329.473920981547,2.618610701560845,5.137075992181706
50%,16453.16613231382,5.321197145108959,9.228352105682573
90%,26516.0742873989,11.119482074277423,16.777579229914
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,867228.0031135739,510.23337726753493,514.2208414030187
std,2447302.1754351812,1439.7015612853238,1438.3903150266715
min,2707.7912314333225,0.23248242999656077,0.33638689504854735
10%,8613.546555807254,2.073509073079415,3.742044513734412
50%,25760.74918012895,9.528904910670104,14.18779397562422
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,333611.62706426444,193.2738341881437,194.48086819219662
std,1585404.458816071,933.1997140169768,932.9554933416298
min,1843.70721238548,0.12152147486651793,0.2898184679226885
10%,5164.252860866065,0.6947220789546708,1.177081235772981
50%,8901.01436429186,2.0582435298419535,3.29494394700453
90%,16963.948421415083,5.854392505017064,7.996721686540764
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,311309.65942569973,175.8181802512969,199.5746196495441
std,1232712.5322185175,726.5655221789912,723.0034392568249
min,15168.268151366776,2.6059732582903417,6.671589550699939
10%,59956.121991403204,18.829110647759332,39.24636518841524
50%,114527.03996824432,57.544593449274814,82.8766883266274
90%,186980.06722324778,112.02381002640843,140.934410475709
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,945850.5474593092,555.2679502103609,556.4656098783728
std,2576591.301177397,1516.1216127049722,1515.6969833317987
min,2008.7029146988814,0.15795663836013318,0.35568436455678404
10%,5750.653949815471,0.6632485302197019,1.2032762562867407
50%,10684.382515526087,2.2836466712949717,3.597437986578445
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,2944613.1187969665,1730.012835772309,1731.3687604063678
std,3882738.076041473,2285.573255476436,2284.556271546428
min,2624.9435381172816,0.19869492865225277,0.376503518599027
10%,7430.195108145776,1.3181605244717476,2.295733635254118
50%,19647.234613190776,7.062703896584626,9.698242915765402
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1316373.6461419526,775.4321688618364,779.0580866228354
std,2941117.08370176,1729.726451415693,1728.1808614705383
min,2973.9235146116534,0.16292168697697482,0.31983363458947056
10%,8969.675774642918,2.111721309875367,3.837812786504386
50%,42057.3563564394,14.63058176891558,20.875288035768147
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1795070.8140838721,823.2274276799309,1092.2754871255581
std,2509272.322790196,1568.3034420493607,1462.227881701681
min,454308.16785956745,100.66649177796751,293.68639420141926
10%,695313.7060578737,158.7428871001681,433.62181888711166
50%,812643.6004078928,201.836537753889,521.2019862047321
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,114838.37329524798,64.25236048528512,67.53055936049195
std,883881.2124519888,520.345848147939,520.0023910018274
min,3168.1657698348795,0.2517712529120398,0.5554005567953897
10%,8557.07726129977,2.0578501140821186,3.9090463753435114
50%,13752.514806151514,4.185437625504846,7.284835969681206
90%,25587.257192778452,11.103421723297519,16.37696728574916
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1231773.5383582471,480.7576416045326,794.9611629839727
std,1679648.400225706,1047.722853261457,974.2396692008364
min,486602.14527618117,95.52469037038362,271.8429877744646
10%,693631.5889552105,159.16672270888483,443.16382086510555
50%,822325.5527072097,216.48080325969858,551.221523448597
90%,1019451.7333250265,352.8736213066021,750.7186424412363
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,676580.9761364402,291.43743300108787,393.32115992380227
std,1578700.6815776192,951.2987200563373,930.2227694219151
min,150285.0893402324,25.675130786898873,80.75234839227045
10%,267729.2012514585,51.79187603234817,143.3191783776947
50%,340721.3781070324,84.59880250442961,192.05471033341718
90%,442154.65017345076,146.51710688161614,270.1436990302762
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,127512.81196989241,63.38017396129606,84.6438850059341
std,689283.9601197297,406.64046225592045,405.1438986321351
min,17155.969009791286,4.29943884249405,8.836845404686187
10%,36985.85781308795,12.585373935935912,26.35684953346208
50%,54724.00963496454,19.775427198234837,39.94804136301954
90%,120866.70747843871,64.06890570324914,95.35949334961562
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,824862.7915276068,483.68546999586624,486.5938771786221
std,2415833.829114583,1421.666489373435,1420.713231174688
min,2754.3205240984657,0.22335831061155118,0.4876783204702043
10%,8634.305559595692,1.9565163614233394,3.6678696657407115
50%,14992.490138382784,4.657934025419419,7.765059654382652
90%,168739.37491837124,157.69013996465392,161.79707799406523
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1878380.7452530644,857.9266833244279,1203.9508614604472
std,2425626.9511253475,1523.7220188828362,1392.708180017916
min,552327.1667118359,112.400381347925,350.148854729529
10%,788545.879928461,186.3058386553848,521.8360449940508
50%,943792.6340469624,257.7662838847954,663.9903904049714
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1212402.280590833,707.6523929489279,715.4688532556015
std,2849183.2882823953,1678.2860439615874,1675.0703201069148
min,7904.297046706184,1.7401213321852615,3.6031688721393507
10%,18660.154779873086,5.90662947267843,11.492531454857392
50%,30951.56232426912,11.722956025505347,21.241704565195786
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1807918.7062792964,876.7587640692495,1131.7275602025552
std,2617743.2999239205,1617.8014117254163,1514.1934276226261
min,410646.94314860174,78.97621192775311,234.56546609212776
10%,591175.3091610856,137.22053002573068,385.7887718907452
50%,731839.2717149928,201.54427284207765,507.2551077166912
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1312116.1737874,612.7819416781074,795.6340009688503
std,2304189.4001543084,1409.1350435434344,1348.139954744107
min,299168.87801025965,53.52036835552719,165.9111106216489
10%,431301.3099003895,93.22125880549416,263.0971212436352
50%,537033.4182357916,133.5334647149511,340.16921746078776
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,139001.18480299105,73.46341596452085,87.64558533391337
std,855318.8459389042,504.02743755006423,502.6383288332852
min,12142.26779051972,3.2702193872495573,8.148194680808205
10%,26220.393418802654,9.749856503455957,18.867007829699567
50%,39051.232320935174,15.71868011357411,29.195047028873848
90%,88371.2854338524,29.37604028521346,52.39450309748651
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,51295.1810300674,23.83836233326325,36.76881256159102
std,142951.7744176008,85.54466544343883,86.41707765692304
min,9534.149319958076,2.446759593772408,5.162511573988649
10%,23002.211559531308,7.569388516244856,14.89429483327232
50%,36642.42399959445,13.573868207974783,25.61390679020542
90%,96350.64513252807,55.56000608162865,75.55351941073373
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1601841.1069126055,720.7717328684832,1008.0434302853024
std,2319617.2339059277,1443.5184637148898,1343.4179678100704
min,456470.238142777,80.99867796268875,258.20646730809756
10%,650022.1070200831,145.88464099318438,417.79209870460556
50%,783294.6581073401,200.45410390786287,530.4923354321751
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,162107.05928205294,90.09442536647468,112.25201120783947
std,744924.2953838035,439.2544670118416,437.47038508338676
min,15780.092158420724,4.588656448707483,9.282930418102323
10%,38019.781054129555,12.94906156912714,27.149186332224904
50%,89550.15370662978,43.251025417735214,67.4454011111974
90%,152605.08648442375,101.06370809390015,126.33152793129182
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1693259.9850139571,901.8776090915766,999.5285571388416
std,2936201.509133152,1770.3024910146348,1725.8953925683015
min,154986.85087135946,26.16801671551078,86.29749353221922
10%,273549.1162981369,54.94057116789961,156.78228823819578
50%,359945.7699212227,93.14803965548509,214.10757913188064
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,706780.015199823,213.6039109338159,456.1919398863486
std,623514.0588782392,382.8861710009232,367.60542551197153
min,386625.55566209054,74.09726679404824,216.46637018970964
10%,539180.5920496591,127.14529054599296,334.453700378705
50%,651380.0720176471,174.30349291882334,419.329949788994
90%,780868.6525497327,246.35303114095336,526.7650143713171
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,2064525.8113628342,1011.1030244799238,1267.5070768262938
std,2815247.1142306994,1750.6919480187978,1632.782393340581
min,434942.7412148545,79.51173539329824,246.99306108897466
10%,635826.1815188774,141.41749511187152,406.375203827484
50%,773270.455253837,196.55870239345478,519.3419539911404
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,213316.8126940314,100.93677761080866,129.4248281762063
std,899461.800990747,532.0079395427337,529.1741384356546
min,16461.230931214155,3.607790938482349,7.366342685628073
10%,44778.26948189996,12.89717849668001,30.326117182479944
50%,107104.68534605802,27.597534130018396,58.25176759439811
90%,182167.91636914175,92.63706264392053,129.62159347262002
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,44447.11873185265,19.237037316382764,29.688936192315573
std,242852.69571708515,143.24387891093932,143.26235113457432
min,7282.597343686306,2.1259719671604547,4.890699082964078
10%,19308.897673562824,6.2593799311038865,12.348990531714067
50%,30513.866279819013,11.458203594345166,21.354635236585406
90%,70465.36414417076,21.260309752458408,38.11920106043656
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,79631.77429330561,34.012734294581556,52.01931893368269
std,462083.2798485933,272.3572794891781,271.487690172118
min,16615.85672955092,4.3544305457998815,8.333934815121816
10%,32719.614989290232,11.353420275728373,23.65542416229758
50%,46553.519858098385,17.03913835137876,34.465188405827945
90%,89457.21749596178,25.624039507906474,50.792867868216526
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,85882.45585635855,51.11132946930788,55.05658054343595
std,678298.6162020455,399.52255064980716,399.2666120319105
min,3758.5519004357598,0.3778261135725924,0.6119344976932478
10%,9659.601456273236,2.342493455750679,4.464214842509591
50%,16833.25478354103,5.427901345732641,9.0954577257254
90%,74217.36847219925,61.58446890760184,67.36755151575146
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,165334.9890805452,77.41871236714911,99.83783187684986
std,867696.0059129782,512.3966377570108,510.10822922169615
min,19519.799136217473,4.658219850077388,11.202915429717258
10%,37870.53555698231,12.392539631982045,27.1394302724755
50%,60079.02345203237,18.669572712778596,40.87069715294828
90%,117870.85349552608,31.16123407790418,64.10514444486691
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,60804.49480850571,29.24314037093299,39.79099046809839
std,411364.0079539365,242.5162885708683,242.2186543756961
min,7307.815968902498,1.6971919003034892,3.2610022117582727
10%,18643.156752070536,6.108055161536903,11.920032323843937
50%,30574.910714040834,11.567039460261299,21.47204489551335
90%,81269.90654581299,30.449223896768203,49.089320297433204
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,54974.95893233807,25.930058599052032,38.14837134655129
std,342093.97137357574,201.69547580959878,201.36279934613563
min,9667.716832585787,3.0885136342933603,7.302117037879521
10%,25708.14773306248,9.008842304614252,17.601171082720928
50%,37306.249866872735,14.79713168608313,26.852193209473068
90%,53985.327934982495,24.321564632163447,39.965533493394744
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8096538.508916673,4762.48212764358,4762.723364562525
std,154779.75895137654,99.44970594900667,88.71824201611405
min,1078601.8382011442,192.60641240712357,605.3694822517396
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,302871.0294519535,173.6368803923123,180.6521397045763
std,1445248.4091345319,851.0825555611566,849.8427313032147
min,4376.335471869792,1.003750803389018,1.8527703663031927
10%,13520.61082812089,3.789679846793011,7.492634187082519
50%,23954.712618110098,8.873437682057794,15.448372093845045
90%,88868.64263128015,56.27009131577145,67.74571928408481
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,169201.93497527938,88.80349383228358,105.02647842967741
std,959076.3199351103,565.4845741978039,563.649692731053
min,12676.307584241578,3.4978794203104995,8.873193632847732
10%,29802.338262705853,9.993376392156373,20.602458409403255
50%,44040.43780843311,15.870508809473524,31.735418871408182
90%,99321.65371339234,35.31385602904167,60.349301487542824
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,350068.85059560207,202.05950324297217,206.19281939737968
std,1604573.9986679687,944.6616326663863,943.8126689955272
min,3283.256783862774,0.7104073612480035,1.2368880279413261
10%,10177.922386179383,2.7429311316217864,5.380780542911614
50%,16597.21133624729,5.785981307739185,9.997509933019057
90%,29340.585779976693,12.976774044457482,19.512039198289234
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,947709.6265648279,322.43997859531714,604.0595779933011
std,1263817.0425662966,784.2843119454831,737.6520299396665
min,431317.31509274297,76.38475241481355,235.31820527997627
10%,606702.1991883101,134.11929298532797,379.9379341061488
50%,724217.0757785991,177.8944975772079,469.8727626909222
90%,870080.7709316778,255.8100877240936,597.0810777770961
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,3245222.2157149957,1691.465825686419,1944.7049735410967
std,3350542.4681080747,2120.7884127871494,1946.7569848263445
min,615057.2912381184,125.33076347455031,378.06833718917187
10%,839845.0369411188,189.79141749007758,527.4484995709684
50%,989330.3508334514,247.01440664869097,642.7977187969709
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1402369.6572715254,601.7140353805853,859.020224465153
std,2122165.9467977355,1318.651311337227,1238.3713106572102
min,412528.1858307404,92.58156963981482,263.8309939644235
10%,626708.8964528062,142.83607596813303,386.03428888644584
50%,738950.0311424144,183.6939288568874,472.14809114063735
90%,949194.2897929295,307.3304021908662,658.3838118715507
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,532532.6467127654,270.97671732665935,323.3342768774248
std,1608907.249317178,955.4379447452458,944.5589131435748
min,41799.33652871306,11.828077077217241,24.852479118846272
10%,125910.62129457318,31.26971844773868,76.64454885389026
50%,191793.50498878706,64.57512596925392,121.52226812655263
90%,276360.08188850625,122.78223145924115,185.43372986912237
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1874806.2314297508,918.9602599788689,1139.3424142639021
std,2663703.593611767,1645.4724870693585,1552.1076723801689
min,423664.82161238726,89.34705889806175,265.0800881585649
10%,625786.0325889591,158.1009016116856,390.83208082915365
50%,752780.5088273718,220.63544665205723,485.91209380697666
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,68229.8800438916,25.83182273691927,46.50613678893281
std,87596.31146523371,51.45414447322055,53.623004569399576
min,17548.354439717015,3.4403504273379033,7.468078460389239
10%,35207.68768967687,12.278555034062732,25.10228181195183
50%,53515.102702415505,19.103524355318534,38.715051712827616
90%,116782.3620507762,46.035624580725,77.76151396132546
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,215214.66105346117,86.5700610658834,144.36180768860018
std,443367.13045106584,263.22059916712635,261.00282011253535
min,41763.48336425129,12.80292451835715,34.89743852003256
10%,122741.03430601647,34.07919217863512,82.4976128593628
50%,188231.75967903776,66.74069962862427,126.26422094198705
90%,260599.1573917313,117.1209823375132,181.15270939026976
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,57250.86796499187,30.029199307230314,38.96298307479419
std,419185.7657339955,247.1538716553814,246.89901006696022
min,6971.158433562521,1.5501385291960632,3.43544664347896
10%,17808.763362345966,5.894804426416564,11.264032094267003
50%,28829.230778271034,11.407776194873676,19.916405314245242
90%,64769.84234568111,35.025391296033646,49.70094089575428
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1662886.775120122,719.5439945564178,1019.8873907350732
std,2290171.3239504024,1438.7380276223394,1333.269183922612
min,527541.7485238891,110.5945616765195,319.88716343859886
10%,741838.7816365606,165.24174210015926,461.11033895873476
50%,860045.8477629701,207.45610344436284,552.2811209319752
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,74784.62974536282,28.481897027964667,51.3734006017085
std,164467.79697092323,97.012569797895,97.98193017715603
min,20635.13529212456,4.299790769826334,8.972808823140792
10%,37982.215046425044,13.121977670884933,27.416872131323963
50%,57994.87344406347,20.043975398951503,41.7710533777651
90%,121400.24573061035,48.93848548028969,83.21696896913605
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,25104.534873332752,10.222390786641391,16.551337121820318
